trial,score,duration_ms,status,config
10,0.638227,707,Completed,"working_memory.recurrent_strength=Float(0.6332620478429045);learning.istdp_rate=Float(0.004485280580978208);homeostasis.meta_threshold=Float(0.08269870370456453);energy.cost_fire_ratio=Float(0.03540149331218598);energy.plasticity_cost_factor=Float(0.09241075755153101);memory.dopamine_sensitivity=Float(2.9281585765835265);energy.recovery_rate=Float(8.445046132301224);sleep.interval=Int(5216);stp.use_fraction=Float(0.08498610959737238);timing.stdp_window=Int(25);curiosity.habituation_rate=Float(0.9452466107311768);predictive.state_learning_rate=Float(0.13243621705855155);timing.refractory_period=Int(5);homeostasis.target_firing_rate=Float(0.11338493450157924);memory.consolidation_rate=Float(0.004114263110727599);predictive.inference_iterations=Int(2);network.adaptive_threshold_multiplier=Float(0.9835347158330341);learning.stdp_a_plus=Float(0.0038406827293431113);timing.stp_recovery_tau=Float(152.98053951770544);timing.stdp_tau_plus=Float(45.17973584942048);network.inhibitory_ratio=Float(0.19340572145148316);learning.ltp_ltd_ratio=Float(1.1399982599867504);curiosity.scale=Float(0.016405468302873306);homeostasis.meta_alpha=Float(0.0037756029301731853);competition.interval=Int(8);curiosity.surprise_threshold=Float(0.043652376029792335);competition.strength=Float(0.16568818419838516);memory.weight_clamp=Float(2.8872731909824703);network.initial_exc_weight=Float(0.0456832328382142);sleep.replay_noise=Float(0.020012197594626854);timing.stdp_tau_minus=Float(13.055419600115954);working_memory.capacity=Int(3);learning.weight_decay=Float(0.0019729625912133985);working_memory.decay_rate=Float(0.05052231060702407);homeostasis.homeo_eta=Float(0.13192493906522285);homeostasis.memory_alpha=Float(0.05131700636733253);learning.trace_increment=Float(0.09578379810456741);homeostasis.homeo_interval=Int(9);energy.max_energy=Float(53.26822785503888);learning.base_learning_rate=Float(0.025066970385859484);memory.tag_decay_rate=Float(0.0033339400236341034);memory.capture_threshold=Float(0.055003117724555343);learning.stdp_a_minus=Float(0.005587207444381716);network.initial_inh_weight=Float(0.7852159654920026);network.initial_threshold=Float(0.2107676067647449);timing.eligibility_trace_tau=Float(270.2428960637755)"
11,0.645979,715,Completed,"learning.ltp_ltd_ratio=Float(1.9014065360886527);curiosity.habituation_rate=Float(0.9435099431258882);competition.strength=Float(0.17624437689693748);memory.consolidation_rate=Float(0.002552288522304103);timing.stp_recovery_tau=Float(170.712155504318);homeostasis.homeo_interval=Int(9);stp.use_fraction=Float(0.09941051867776796);homeostasis.homeo_eta=Float(0.1764862043285943);working_memory.decay_rate=Float(0.024315014170556103);learning.istdp_rate=Float(0.0024438692562384224);memory.tag_decay_rate=Float(0.018850336957222397);memory.dopamine_sensitivity=Float(2.3998171222395768);working_memory.recurrent_strength=Float(0.687590190928334);learning.stdp_a_plus=Float(0.012696997869456418);energy.recovery_rate=Float(1.6590385084643584);learning.stdp_a_minus=Float(0.0039371539275015605);energy.plasticity_cost_factor=Float(0.056585192768039465);sleep.interval=Int(3114);energy.cost_fire_ratio=Float(0.0677421917155716);homeostasis.meta_alpha=Float(0.005925530375196955);memory.capture_threshold=Float(0.09320661305524564);network.adaptive_threshold_multiplier=Float(0.6683340024129334);timing.eligibility_trace_tau=Float(84.46834134740485);network.initial_exc_weight=Float(0.023328418553184814);network.initial_inh_weight=Float(0.23118578436113563);network.inhibitory_ratio=Float(0.2436463534933623);curiosity.surprise_threshold=Float(0.043207454863285526);sleep.replay_noise=Float(0.05186824507356348);curiosity.scale=Float(0.23350916336837904);learning.trace_increment=Float(0.16448863337619432);memory.weight_clamp=Float(2.521522267144528);working_memory.capacity=Int(3);homeostasis.memory_alpha=Float(0.008657462577954276);learning.weight_decay=Float(0.002740924396494153);predictive.inference_iterations=Int(1);learning.base_learning_rate=Float(0.010528951594030705);predictive.state_learning_rate=Float(0.24342742518135985);energy.max_energy=Float(51.99236458912314);homeostasis.meta_threshold=Float(0.06815381233304596);timing.refractory_period=Int(9);timing.stdp_tau_minus=Float(7.124754043092196);network.initial_threshold=Float(0.16019475908488845);timing.stdp_tau_plus=Float(40.503933807020985);timing.stdp_window=Int(25);competition.interval=Int(8);homeostasis.target_firing_rate=Float(0.0752911124344196)"
12,0.640173,731,Completed,"timing.stdp_tau_plus=Float(45.16091849775075);homeostasis.target_firing_rate=Float(0.10429389793758605);network.initial_threshold=Float(0.24181720906445225);working_memory.capacity=Int(3);homeostasis.memory_alpha=Float(0.02848273627308261);memory.dopamine_sensitivity=Float(3.934440663534785);learning.stdp_a_minus=Float(0.047537342014614806);network.inhibitory_ratio=Float(0.1579814673536414);stp.use_fraction=Float(0.10063066423186814);sleep.replay_noise=Float(0.02018385839419995);working_memory.recurrent_strength=Float(0.5913306617041423);predictive.state_learning_rate=Float(0.05436575274783321);network.initial_inh_weight=Float(0.2193245420044578);timing.stdp_tau_minus=Float(23.03382975934861);competition.interval=Int(10);energy.max_energy=Float(97.62534504933873);energy.plasticity_cost_factor=Float(0.01803237159224981);learning.weight_decay=Float(0.001940780692738663);learning.trace_increment=Float(0.10465779443147075);learning.istdp_rate=Float(0.00208651270523819);memory.tag_decay_rate=Float(0.018069657274072445);homeostasis.homeo_interval=Int(6);network.adaptive_threshold_multiplier=Float(0.603225885798043);working_memory.decay_rate=Float(0.019681310843369295);curiosity.scale=Float(0.07940602746778308);competition.strength=Float(0.12452514079039105);curiosity.surprise_threshold=Float(0.035016769666694286);network.initial_exc_weight=Float(0.04904717241391707);curiosity.habituation_rate=Float(0.9238361413806762);timing.stp_recovery_tau=Float(50.411328976138336);timing.stdp_window=Int(36);energy.cost_fire_ratio=Float(0.03787253005613399);homeostasis.homeo_eta=Float(0.2046703064801801);learning.base_learning_rate=Float(0.006001470578369096);energy.recovery_rate=Float(9.582535257698627);homeostasis.meta_threshold=Float(0.11114724081967661);learning.ltp_ltd_ratio=Float(1.2778127380362276);learning.stdp_a_plus=Float(0.01708898875841149);memory.capture_threshold=Float(0.07201530116657151);memory.consolidation_rate=Float(0.004801697782427469);sleep.interval=Int(643);timing.refractory_period=Int(5);memory.weight_clamp=Float(2.133031917068416);timing.eligibility_trace_tau=Float(273.3697146464534);predictive.inference_iterations=Int(2);homeostasis.meta_alpha=Float(0.02478462529317118)"
13,0.611429,856,Completed,"network.initial_inh_weight=Float(0.2843092778661077);predictive.state_learning_rate=Float(0.11632924314502842);timing.eligibility_trace_tau=Float(215.0274182006315);memory.weight_clamp=Float(1.156976217440557);predictive.inference_iterations=Int(3);memory.capture_threshold=Float(0.1391486754033595);homeostasis.target_firing_rate=Float(0.11868596691374807);learning.stdp_a_plus=Float(0.013335737272011056);curiosity.scale=Float(0.06187549653972394);network.initial_threshold=Float(0.11623878358310061);timing.stdp_tau_plus=Float(22.731981021988204);working_memory.capacity=Int(6);timing.refractory_period=Int(3);homeostasis.homeo_eta=Float(0.14343871691577106);memory.dopamine_sensitivity=Float(4.986389827445706);learning.stdp_a_minus=Float(0.04664987546919144);network.adaptive_threshold_multiplier=Float(2.665575259985769);network.inhibitory_ratio=Float(0.23519678901303487);working_memory.decay_rate=Float(0.006266148916041979);sleep.replay_noise=Float(0.07931455450349359);timing.stdp_window=Int(22);working_memory.recurrent_strength=Float(0.7230819554238306);timing.stdp_tau_minus=Float(24.350221828639093);curiosity.surprise_threshold=Float(0.03914686516000584);stp.use_fraction=Float(0.1600439402763834);timing.stp_recovery_tau=Float(135.01615970977957);competition.strength=Float(0.13149519237491658);homeostasis.homeo_interval=Int(1);learning.weight_decay=Float(0.004645844671320134);sleep.interval=Int(4210);memory.tag_decay_rate=Float(0.011914940776749268);learning.trace_increment=Float(0.09756316700893528);learning.base_learning_rate=Float(0.023669543673440246);energy.max_energy=Float(84.73540006315693);homeostasis.meta_alpha=Float(0.008707888648544413);learning.ltp_ltd_ratio=Float(1.2537188490977789);homeostasis.meta_threshold=Float(0.13591781948598053);competition.interval=Int(12);learning.istdp_rate=Float(0.0028040333556719203);curiosity.habituation_rate=Float(0.926849102478905);energy.cost_fire_ratio=Float(0.06539769390025121);energy.recovery_rate=Float(11.433636010259772);homeostasis.memory_alpha=Float(0.04846801018655952);memory.consolidation_rate=Float(0.0012320588198099424);network.initial_exc_weight=Float(0.0715577935663885);energy.plasticity_cost_factor=Float(0.028671957591705016)"
14,0.655164,722,Completed,"memory.tag_decay_rate=Float(0.02473864471207807);working_memory.decay_rate=Float(0.041357312210918706);timing.stdp_window=Int(47);curiosity.surprise_threshold=Float(0.027909253377679095);working_memory.capacity=Int(4);curiosity.habituation_rate=Float(0.9475440578147639);timing.stp_recovery_tau=Float(159.62430646401464);learning.ltp_ltd_ratio=Float(1.0207754871856365);homeostasis.homeo_eta=Float(0.040694227551737384);memory.consolidation_rate=Float(0.0025659519540299548);network.initial_inh_weight=Float(0.29170195706926794);learning.weight_decay=Float(0.004128437711749793);sleep.interval=Int(1821);competition.strength=Float(0.17222277737972858);sleep.replay_noise=Float(0.05068539670684501);network.inhibitory_ratio=Float(0.16411886589231875);learning.trace_increment=Float(0.07676185471396005);memory.capture_threshold=Float(0.13606158530713564);homeostasis.homeo_interval=Int(7);predictive.state_learning_rate=Float(0.20029438959441484);homeostasis.meta_alpha=Float(0.009293848412878312);memory.weight_clamp=Float(1.5459999424745328);curiosity.scale=Float(0.16792583800338345);homeostasis.meta_threshold=Float(0.10503590679844746);energy.cost_fire_ratio=Float(0.03879915402010063);timing.refractory_period=Int(8);working_memory.recurrent_strength=Float(0.6205836998113858);network.adaptive_threshold_multiplier=Float(1.7279482156103356);learning.istdp_rate=Float(0.004502582263900569);memory.dopamine_sensitivity=Float(3.566728614402639);network.initial_exc_weight=Float(0.07673097604809584);predictive.inference_iterations=Int(1);stp.use_fraction=Float(0.1540901042530523);timing.stdp_tau_plus=Float(39.035258660799656);network.initial_threshold=Float(0.17271511593663952);competition.interval=Int(5);energy.recovery_rate=Float(1.3738025949275592);learning.stdp_a_plus=Float(0.04435477706611966);learning.stdp_a_minus=Float(0.03516365799567748);energy.plasticity_cost_factor=Float(0.04627874128201016);energy.max_energy=Float(68.3051755461621);homeostasis.target_firing_rate=Float(0.05768390158370228);timing.eligibility_trace_tau=Float(174.03696198576057);homeostasis.memory_alpha=Float(0.014176358602516436);timing.stdp_tau_minus=Float(14.469815888318657);learning.base_learning_rate=Float(0.03260468936818761)"
15,0.625872,1564,Completed,"stp.use_fraction=Float(0.17027784695855291);memory.dopamine_sensitivity=Float(1.5530060887227315);network.inhibitory_ratio=Float(0.11260837447191785);network.initial_threshold=Float(0.13247845359902793);learning.ltp_ltd_ratio=Float(1.8690918106280945);working_memory.capacity=Int(4);learning.stdp_a_plus=Float(0.04569001913459274);memory.consolidation_rate=Float(0.0024430249307870458);homeostasis.memory_alpha=Float(0.048080004471838474);timing.refractory_period=Int(1);sleep.replay_noise=Float(0.10310399044843017);energy.max_energy=Float(87.95273862498644);sleep.interval=Int(2446);learning.weight_decay=Float(0.0009534590974807412);competition.strength=Float(0.27913298350273);homeostasis.homeo_interval=Int(10);learning.trace_increment=Float(0.06516298973354581);memory.capture_threshold=Float(0.06018002699366306);network.initial_inh_weight=Float(0.6662307727071993);competition.interval=Int(9);learning.istdp_rate=Float(0.0013432625494998096);timing.stdp_tau_minus=Float(10.179197867442667);homeostasis.homeo_eta=Float(0.15075273131270725);timing.stdp_window=Int(51);learning.base_learning_rate=Float(0.04316540759503036);memory.tag_decay_rate=Float(0.02463126192885248);homeostasis.meta_threshold=Float(0.13394266882304628);homeostasis.target_firing_rate=Float(0.09063841552022807);energy.plasticity_cost_factor=Float(0.01667658647444951);network.initial_exc_weight=Float(0.03696902615646111);predictive.state_learning_rate=Float(0.148916513577317);timing.eligibility_trace_tau=Float(129.56655917911942);timing.stdp_tau_plus=Float(29.6147407264483);timing.stp_recovery_tau=Float(161.5945508032093);curiosity.surprise_threshold=Float(0.028097124607324865);energy.cost_fire_ratio=Float(0.06252730390348642);curiosity.scale=Float(0.1959719149456294);homeostasis.meta_alpha=Float(0.003912323086734937);predictive.inference_iterations=Int(1);learning.stdp_a_minus=Float(0.027223941784637037);energy.recovery_rate=Float(7.529633799225472);memory.weight_clamp=Float(1.746952713641094);working_memory.recurrent_strength=Float(0.7196490911346974);curiosity.habituation_rate=Float(0.9252298028604663);network.adaptive_threshold_multiplier=Float(1.0443654697258875);working_memory.decay_rate=Float(0.04024164441862182)"
16,0.602020,568,Completed,"learning.stdp_a_plus=Float(0.028738826287616707);homeostasis.homeo_eta=Float(0.12580510642980344);homeostasis.meta_threshold=Float(0.11054184144841084);learning.stdp_a_minus=Float(0.00850137925159684);memory.consolidation_rate=Float(0.0009326982035377758);learning.base_learning_rate=Float(0.035269882024328666);memory.weight_clamp=Float(1.861353544718901);learning.trace_increment=Float(0.07095062181375703);stp.use_fraction=Float(0.09783796601645602);network.inhibitory_ratio=Float(0.24131210004941378);network.initial_threshold=Float(0.2081907348027897);energy.cost_fire_ratio=Float(0.018668264022252586);curiosity.surprise_threshold=Float(0.02035894279027333);energy.max_energy=Float(65.97204831567873);energy.plasticity_cost_factor=Float(0.07843625478875736);network.initial_exc_weight=Float(0.03708391294979582);memory.dopamine_sensitivity=Float(1.958086787014754);network.initial_inh_weight=Float(0.5355567963876661);curiosity.habituation_rate=Float(0.9493962557731188);timing.stdp_window=Int(45);working_memory.recurrent_strength=Float(0.7077738567273537);network.adaptive_threshold_multiplier=Float(1.8922445138199824);energy.recovery_rate=Float(2.283529220447766);competition.interval=Int(7);timing.stdp_tau_plus=Float(49.63493089415947);timing.stp_recovery_tau=Float(121.04351291690104);memory.capture_threshold=Float(0.16368109515488172);learning.weight_decay=Float(0.0029811351127203406);learning.ltp_ltd_ratio=Float(1.226298198156594);timing.refractory_period=Int(4);curiosity.scale=Float(0.12206216347219007);homeostasis.memory_alpha=Float(0.01863974560602562);timing.stdp_tau_minus=Float(16.292940241120043);competition.strength=Float(0.19998996446374573);homeostasis.meta_alpha=Float(0.015947202027995884);memory.tag_decay_rate=Float(0.008561652756426869);homeostasis.target_firing_rate=Float(0.032231312003506186);timing.eligibility_trace_tau=Float(117.25742340024034);learning.istdp_rate=Float(0.000936459930226314);sleep.replay_noise=Float(0.09504263772979439);homeostasis.homeo_interval=Int(4);predictive.state_learning_rate=Float(0.09241617563236881);sleep.interval=Int(3857);working_memory.capacity=Int(5);working_memory.decay_rate=Float(0.04287689343976715);predictive.inference_iterations=Int(2)"
17,0.628387,651,Completed,"network.initial_inh_weight=Float(0.37728672490392035);timing.stp_recovery_tau=Float(60.0139916199292);curiosity.habituation_rate=Float(0.9029051484244189);homeostasis.homeo_eta=Float(0.08966650800073205);sleep.replay_noise=Float(0.0665784740928976);learning.istdp_rate=Float(0.0028949000024457694);homeostasis.memory_alpha=Float(0.04007344312734749);network.initial_threshold=Float(0.23032498325461637);learning.trace_increment=Float(0.13663953755438318);energy.cost_fire_ratio=Float(0.03233917727189585);memory.capture_threshold=Float(0.06687889395209004);curiosity.surprise_threshold=Float(0.01251965405035756);network.adaptive_threshold_multiplier=Float(0.8302007263596638);curiosity.scale=Float(0.08276922346622897);homeostasis.target_firing_rate=Float(0.04251882375975112);timing.eligibility_trace_tau=Float(171.13612820886453);memory.dopamine_sensitivity=Float(5.258606210411202);timing.stdp_window=Int(38);competition.strength=Float(0.18010550515728665);timing.stdp_tau_minus=Float(6.346226154441532);working_memory.recurrent_strength=Float(0.554483832012509);working_memory.decay_rate=Float(0.041869110857804565);learning.stdp_a_plus=Float(0.02532364425815727);energy.max_energy=Float(122.97679232968409);network.initial_exc_weight=Float(0.06729450935202057);memory.consolidation_rate=Float(0.0023744841526203053);learning.base_learning_rate=Float(0.0046235357428955695);predictive.state_learning_rate=Float(0.07314315527052226);learning.weight_decay=Float(0.0035404765132978737);memory.weight_clamp=Float(1.325708707870382);energy.plasticity_cost_factor=Float(0.01599324505450047);timing.refractory_period=Int(7);competition.interval=Int(11);energy.recovery_rate=Float(8.685852818117908);homeostasis.meta_threshold=Float(0.06683814044036859);learning.ltp_ltd_ratio=Float(1.302186503611083);timing.stdp_tau_plus=Float(21.676273947040613);homeostasis.homeo_interval=Int(5);homeostasis.meta_alpha=Float(0.010352797050809673);learning.stdp_a_minus=Float(0.01927071530145377);sleep.interval=Int(2706);working_memory.capacity=Int(4);predictive.inference_iterations=Int(3);network.inhibitory_ratio=Float(0.15054346943519625);memory.tag_decay_rate=Float(0.012061209936640508);stp.use_fraction=Float(0.09768421729041363)"
18,0.644066,931,Completed,"homeostasis.homeo_eta=Float(0.08440296082161436);timing.refractory_period=Int(2);learning.istdp_rate=Float(0.0023902282597940017);homeostasis.meta_threshold=Float(0.053403906012746485);competition.strength=Float(0.23824673251673736);homeostasis.homeo_interval=Int(2);stp.use_fraction=Float(0.10578391057340986);timing.stdp_tau_plus=Float(50.47823369048494);network.initial_threshold=Float(0.2484885716225227);network.adaptive_threshold_multiplier=Float(0.6844047364276845);homeostasis.target_firing_rate=Float(0.05413973677999799);energy.cost_fire_ratio=Float(0.02478386125871536);memory.consolidation_rate=Float(0.002271937161793918);learning.ltp_ltd_ratio=Float(1.1536096367411337);learning.stdp_a_minus=Float(0.011949043347721233);energy.max_energy=Float(91.20642824359388);timing.eligibility_trace_tau=Float(61.82217203588741);homeostasis.meta_alpha=Float(0.022299916723114422);learning.weight_decay=Float(0.002917834783209915);sleep.interval=Int(4797);curiosity.habituation_rate=Float(0.9044924538113392);competition.interval=Int(7);curiosity.surprise_threshold=Float(0.029827284025220967);network.initial_inh_weight=Float(0.5726080459245965);homeostasis.memory_alpha=Float(0.035709931213806834);timing.stdp_tau_minus=Float(5.302727656742261);predictive.state_learning_rate=Float(0.23116146536338178);memory.weight_clamp=Float(2.3365510826317015);working_memory.recurrent_strength=Float(0.6978049450665258);memory.tag_decay_rate=Float(0.014847688793402092);working_memory.decay_rate=Float(0.05121521047111955);curiosity.scale=Float(0.13714504111026066);learning.trace_increment=Float(0.15153217825608611);learning.stdp_a_plus=Float(0.010528819977196124);timing.stdp_window=Int(26);learning.base_learning_rate=Float(0.01528145562980358);sleep.replay_noise=Float(0.10409244503921186);timing.stp_recovery_tau=Float(99.04328916432414);predictive.inference_iterations=Int(4);working_memory.capacity=Int(5);network.initial_exc_weight=Float(0.08254755667470107);energy.plasticity_cost_factor=Float(0.06409253480008163);network.inhibitory_ratio=Float(0.2483266175371424);energy.recovery_rate=Float(12.480713144755157);memory.capture_threshold=Float(0.08931921220834349);memory.dopamine_sensitivity=Float(5.185436845567412)"
19,0.631489,792,Completed,"homeostasis.homeo_eta=Float(0.13037019350574588);timing.stp_recovery_tau=Float(82.22515126276416);homeostasis.meta_threshold=Float(0.13743288527183067);memory.tag_decay_rate=Float(0.006095170476961688);sleep.replay_noise=Float(0.047041710870583016);memory.dopamine_sensitivity=Float(3.880467520766069);learning.stdp_a_minus=Float(0.044848638073971644);network.initial_exc_weight=Float(0.061983034480824845);homeostasis.homeo_interval=Int(2);timing.stdp_window=Int(52);curiosity.habituation_rate=Float(0.9164588657630279);sleep.interval=Int(817);memory.weight_clamp=Float(1.7803893230809806);timing.eligibility_trace_tau=Float(101.87644101723015);learning.stdp_a_plus=Float(0.04050604217627692);memory.consolidation_rate=Float(0.002216620768331136);energy.cost_fire_ratio=Float(0.043540537886680226);energy.plasticity_cost_factor=Float(0.021443569313605214);curiosity.scale=Float(0.21339972534761759);learning.base_learning_rate=Float(0.024836167173887643);memory.capture_threshold=Float(0.05944355153698557);homeostasis.memory_alpha=Float(0.03145106601446193);network.initial_threshold=Float(0.13779130383343235);learning.weight_decay=Float(0.0031711052525814406);timing.stdp_tau_plus=Float(36.592405640192425);working_memory.capacity=Int(5);timing.stdp_tau_minus=Float(12.696536398189266);timing.refractory_period=Int(6);network.initial_inh_weight=Float(0.7294208305025056);homeostasis.target_firing_rate=Float(0.09363402328072908);energy.max_energy=Float(57.51359730668217);learning.ltp_ltd_ratio=Float(2.4802939336468217);network.adaptive_threshold_multiplier=Float(2.3438823204124075);competition.interval=Int(9);competition.strength=Float(0.21619048139923033);stp.use_fraction=Float(0.13877817915956914);working_memory.decay_rate=Float(0.03557519433101993);network.inhibitory_ratio=Float(0.16206381713553888);homeostasis.meta_alpha=Float(0.01818373086144769);energy.recovery_rate=Float(10.318602182278084);learning.istdp_rate=Float(0.0036372134819713455);predictive.state_learning_rate=Float(0.2296200523547875);predictive.inference_iterations=Int(3);working_memory.recurrent_strength=Float(0.6572207021776635);learning.trace_increment=Float(0.0738723322455474);curiosity.surprise_threshold=Float(0.011892745410765695)"
